index,airline,date_of_journey,Source,destination,route,dep_time,Arrival_time,Duration,Total_stops,Additional_info,Price,passengers
3156,Akasa Air,2025-10-16,Mumbai,Cochin,MUM-DEL-COC,03:04,23:43,7h 45min,1 stop,Red-eye flight,7654,103
3157,Akasa Air,2019-12-05,Mumbai,Raipur,MUM-PAT-AHM-RAI,00:50,05:03,8h 0min,2 stops,New aircraft,8970,79
3158,Akasa Air,2024-04-14,Mumbai,Kolkata,MUM-KOL,00:45,01:52,3h 15min,non-stop,Limited seats,10078,92
3159,Akasa Air,2023-01-21,Pune,Mumbai,PUN-MUM,13:42,11:08,8h 15min,non-stop,Business class available,8932,124
3160,Air India,2022-04-23,Delhi,Patna,DEL-PAT,14:37,07:28,11h 15min,non-stop,Extra baggage allowed,11786,213
3161,IndiGo,2025-03-16,Nagpur,Raipur,NAG-PUN-RAI,17:29,22:15,10h 30min,1 stop,Extra baggage allowed,7717,160
3162,GoAir,2023-08-18,Patna,Hyderabad,PAT-BHU-IND-SUR-HYD,05:16,23:38,6h 45min,3 stops,WiFi available,15334,54
3163,Star Air,2021-08-10,Goa,Nagpur,GOA-NAG,02:13,05:13,8h 30min,non-stop,In-flight meal not included,4287,48
3164,IndiGo,2024-05-22,Jaipur,Hyderabad,JAI-IND-KOL-COC-HYD,09:23,15:49,3h 15min,3 stops,New aircraft,10339,96
3165,GoAir,2025-06-16,Ahmedabad,Indore,AHM-NAG-HYD-COC-IND,07:49,14:38,6h 30min,3 stops,New aircraft,9624,46
3166,Akasa Air,2020-11-16,Kolkata,Cochin,KOL-GUW-MUM-SUR-COC,20:43,12:21,3h 45min,3 stops,WiFi available,9188,57
3167,Star Air,2025-08-17,Goa,Indore,GOA-IND,23:36,19:11,3h 45min,non-stop,New aircraft,6310,50
3168,Alliance Air,2023-12-12,Raipur,Guwahati,RAI-KOL-MUM-SUR-GUW,22:28,09:56,15h 0min,3 stops,Business class available,9080,39
3169,AirAsia India,2024-04-09,Delhi,Nagpur,DEL-RAI-NAG,23:09,04:40,1h 30min,1 stop,1 Long layover,5744,118
3170,Alliance Air,2024-01-21,Guwahati,Nagpur,GUW-KOL-NAG,10:01,19:01,12h 30min,1 stop,WiFi available,7715,63
3171,Akasa Air,2022-01-21,Kolkata,Varanasi,KOL-HYD-VAR,11:18,07:12,14h 30min,1 stop,WiFi available,4667,97
3172,GoAir,2019-03-14,Bhubaneswar,Ahmedabad,BHU-AHM,05:25,02:07,12h 15min,non-stop,No info,7583,165
3173,Air India,2025-08-12,Chennai,Bangalore,CHE-HYD-GOA-SUR-BAN,09:45,05:40,7h 0min,3 stops,No info,12551,100
3174,Air India,2025-10-20,Patna,Pune,PAT-KOL-JAI-VAR-PUN,15:13,20:04,15h 15min,3 stops,No info,8996,155
3175,Akasa Air,2022-02-10,Patna,Cochin,PAT-GOA-HYD-NAG-COC,23:54,08:04,14h 15min,3 stops,New aircraft,15587,58
3176,IndiGo,2021-12-15,Goa,Bangalore,GOA-BAN,06:04,19:34,7h 15min,non-stop,New aircraft,8642,127
3177,TruJet,2024-12-13,Ahmedabad,Surat,AHM-HYD-MUM-SUR,03:28,06:18,2h 45min,2 stops,1 Long layover,8828,25
3178,Alliance Air,2022-02-17,Hyderabad,Patna,HYD-NAG-JAI-KOL-PAT,23:32,04:11,2h 0min,3 stops,Business class available,12421,27
3179,TruJet,2022-05-07,Cochin,Lucknow,COC-VAR-BAN-LUC,09:55,10:24,4h 15min,2 stops,Extra baggage allowed,12273,39
3180,Akasa Air,2020-12-16,Bhubaneswar,Pune,BHU-RAI-PUN,06:25,10:42,2h 0min,1 stop,WiFi available,9051,77
3181,TruJet,2025-12-10,Raipur,Patna,RAI-HYD-DEL-VAR-PAT,22:23,03:40,14h 45min,3 stops,No info,11829,25
3182,IndiGo,2020-09-05,Raipur,Delhi,RAI-LUC-SUR-IND-DEL,22:45,12:51,13h 45min,3 stops,1 Long layover,12822,69
3183,IndiGo,2022-01-24,Raipur,Cochin,RAI-BHU-JAI-COC,19:48,08:24,14h 30min,2 stops,Business class available,12682,78
3184,Star Air,2019-03-14,Patna,Bhubaneswar,PAT-BHU,15:09,16:54,7h 15min,non-stop,New aircraft,7792,64
3185,SpiceJet,2023-08-02,Surat,Lucknow,SUR-GUW-KOL-MUM-LUC,06:30,09:38,8h 45min,3 stops,New aircraft,15997,54
3186,Star Air,2023-09-23,Bangalore,Varanasi,BAN-LUC-VAR,14:41,13:59,8h 15min,1 stop,In-flight meal not included,4976,36
3187,Alliance Air,2022-04-24,Indore,Nagpur,IND-NAG,14:57,06:17,14h 15min,non-stop,New aircraft,5308,47
3188,SpiceJet,2019-08-04,Hyderabad,Bhubaneswar,HYD-COC-BAN-LUC-BHU,21:06,05:39,8h 0min,3 stops,In-flight meal not included,9949,76
3189,Akasa Air,2020-03-16,Hyderabad,Pune,HYD-NAG-COC-AHM-PUN,10:51,09:43,8h 30min,3 stops,Extra baggage allowed,11491,56
3190,Air India,2024-02-01,Mumbai,Nagpur,MUM-HYD-AHM-KOL-NAG,14:09,21:55,7h 30min,3 stops,Red-eye flight,16751,105
3191,Air India,2019-04-12,Lucknow,Pune,LUC-GOA-PUN,00:01,13:49,1h 45min,1 stop,Red-eye flight,13381,243
3192,Alliance Air,2019-06-07,Guwahati,Bhubaneswar,GUW-PUN-BHU,15:57,05:17,7h 0min,1 stop,No info,7337,47
3193,SpiceJet,2020-02-05,Mumbai,Kolkata,MUM-KOL,19:06,15:51,6h 15min,non-stop,Business class available,7188,132
3194,IndiGo,2024-08-20,Jaipur,Patna,JAI-AHM-PAT,04:56,20:03,2h 15min,1 stop,WiFi available,10816,81
3195,Air India,2021-04-22,Nagpur,Goa,NAG-BAN-HYD-COC-GOA,00:28,07:21,15h 30min,3 stops,New aircraft,12426,87
3196,Air India,2023-02-21,Varanasi,Delhi,VAR-DEL,15:14,02:45,9h 15min,non-stop,Red-eye flight,5453,149
3197,Vistara,2025-04-01,Guwahati,Chennai,GUW-MUM-DEL-JAI-CHE,04:42,12:43,14h 45min,3 stops,Red-eye flight,12523,91
3198,Air India,2023-09-01,Delhi,Chennai,DEL-CHE,14:16,01:05,7h 30min,non-stop,Business class available,11929,191
3199,Akasa Air,2022-08-04,Guwahati,Cochin,GUW-SUR-COC,07:19,04:45,7h 30min,1 stop,Limited seats,12478,76
3200,Alliance Air,2025-04-23,Kolkata,Surat,KOL-JAI-BHU-SUR,13:45,17:18,7h 30min,2 stops,Extra baggage allowed,6855,33
3201,TruJet,2025-02-28,Nagpur,Varanasi,NAG-VAR,06:54,00:48,1h 0min,non-stop,Business class available,2889,67
3202,SpiceJet,2019-01-14,Indore,Bhubaneswar,IND-PAT-RAI-BHU,17:02,18:31,13h 15min,2 stops,No info,14201,51
3203,Akasa Air,2025-01-28,Bhubaneswar,Chennai,BHU-CHE,14:16,12:48,8h 30min,non-stop,1 Long layover,11463,131
3204,GoAir,2019-08-26,Cochin,Patna,COC-KOL-MUM-BAN-PAT,07:01,06:54,1h 30min,3 stops,Extra baggage allowed,16395,34
3205,TruJet,2020-03-12,Pune,Kolkata,PUN-KOL,17:18,23:11,1h 30min,non-stop,Business class available,7645,62
3206,Air India,2025-09-18,Nagpur,Pune,NAG-PUN,01:50,01:33,4h 30min,non-stop,1 Long layover,7475,175
3207,GoAir,2024-07-06,Goa,Mumbai,GOA-CHE-LUC-HYD-MUM,05:41,03:45,10h 0min,3 stops,Extra baggage allowed,8447,85
3208,IndiGo,2021-10-14,Ahmedabad,Guwahati,AHM-SUR-GUW,02:41,01:22,7h 30min,1 stop,Red-eye flight,4907,100
3209,IndiGo,2020-07-22,Chennai,Guwahati,CHE-SUR-IND-JAI-GUW,18:39,11:48,5h 30min,3 stops,New aircraft,13349,58
3210,Alliance Air,2019-03-17,Delhi,Patna,DEL-PUN-PAT,15:29,07:20,13h 45min,1 stop,Limited seats,7810,57
3211,Alliance Air,2022-01-07,Bangalore,Ahmedabad,BAN-AHM,04:25,22:15,12h 15min,non-stop,No info,10786,47
3212,GoAir,2020-09-26,Bhubaneswar,Lucknow,BHU-GUW-DEL-LUC,04:26,07:37,2h 0min,2 stops,New aircraft,10283,88
3213,AirAsia India,2019-10-23,Cochin,Mumbai,COC-CHE-MUM,15:50,01:58,8h 30min,1 stop,Business class available,5936,146
3214,IndiGo,2021-01-07,Delhi,Patna,DEL-PAT,23:53,03:28,3h 45min,non-stop,1 Long layover,10014,146
3215,IndiGo,2021-06-11,Guwahati,Chennai,GUW-CHE,11:20,12:23,5h 45min,non-stop,No info,8092,113
3216,AirAsia India,2025-11-05,Raipur,Bangalore,RAI-BAN,07:43,22:42,12h 30min,non-stop,Extra baggage allowed,7341,124
3217,Vistara,2025-01-15,Lucknow,Kolkata,LUC-GOA-PUN-KOL,08:33,07:39,12h 0min,2 stops,1 Long layover,9271,90
3218,IndiGo,2022-03-23,Varanasi,Ahmedabad,VAR-BAN-AHM,23:02,15:20,9h 0min,1 stop,Business class available,4123,121
3219,Alliance Air,2022-05-19,Indore,Hyderabad,IND-PUN-AHM-DEL-HYD,17:46,14:23,11h 45min,3 stops,New aircraft,11479,23
3220,Alliance Air,2022-03-08,Cochin,Pune,COC-PUN,19:58,07:36,9h 45min,non-stop,No info,5448,52
3221,Vistara,2023-03-22,Cochin,Mumbai,COC-PAT-KOL-MUM,14:07,01:38,4h 0min,2 stops,New aircraft,5458,140
3222,GoAir,2020-06-06,Mumbai,Jaipur,MUM-JAI,21:38,07:25,7h 0min,non-stop,In-flight meal not included,7343,134
3223,SpiceJet,2023-05-01,Cochin,Varanasi,COC-VAR,15:34,06:05,9h 0min,non-stop,Red-eye flight,9228,147
3224,Star Air,2022-06-18,Surat,Jaipur,SUR-NAG-JAI,12:52,05:39,5h 0min,1 stop,WiFi available,6039,59
3225,IndiGo,2021-12-08,Jaipur,Kolkata,JAI-MUM-HYD-GUW-KOL,18:55,12:55,11h 15min,3 stops,1 Long layover,11484,54
3226,AirAsia India,2020-02-22,Raipur,Indore,RAI-BAN-IND,01:31,07:18,7h 0min,1 stop,WiFi available,9401,117
3227,Star Air,2019-10-25,Kolkata,Delhi,KOL-PUN-LUC-DEL,23:39,09:18,13h 15min,2 stops,Business class available,6694,34
3228,IndiGo,2020-05-01,Pune,Nagpur,PUN-MUM-LUC-GUW-NAG,08:03,01:18,5h 0min,3 stops,New aircraft,11094,41
3229,GoAir,2021-06-23,Delhi,Kolkata,DEL-LUC-SUR-KOL,04:49,16:21,9h 15min,2 stops,No info,7296,75
3230,Star Air,2025-06-16,Surat,Chennai,SUR-BAN-LUC-HYD-CHE,00:11,04:09,10h 15min,3 stops,Business class available,9675,28
3231,Akasa Air,2025-05-13,Raipur,Hyderabad,RAI-MUM-PUN-HYD,03:45,21:40,12h 0min,2 stops,1 Long layover,7792,72
3232,Air India,2019-12-13,Cochin,Hyderabad,COC-PUN-HYD,04:29,19:57,2h 45min,1 stop,No info,4605,195
3233,Akasa Air,2024-12-04,Guwahati,Cochin,GUW-CHE-COC,15:12,07:11,5h 45min,1 stop,No info,4764,125
3234,TruJet,2020-11-07,Patna,Kolkata,PAT-VAR-NAG-KOL,16:02,01:41,13h 0min,2 stops,Business class available,4529,26
3235,IndiGo,2025-02-07,Hyderabad,Nagpur,HYD-VAR-NAG,00:06,19:28,10h 0min,1 stop,WiFi available,8176,108
3236,Star Air,2019-03-11,Mumbai,Guwahati,MUM-GUW,05:49,21:13,3h 0min,non-stop,1 Long layover,5882,54
3237,GoAir,2025-04-08,Jaipur,Hyderabad,JAI-COC-SUR-BHU-HYD,09:42,06:01,12h 30min,3 stops,Business class available,12151,38
3238,Air India,2019-07-16,Mumbai,Goa,MUM-JAI-BHU-GOA,00:05,14:59,8h 15min,2 stops,1 Long layover,11342,101
3239,SpiceJet,2025-05-16,Goa,Lucknow,GOA-LUC,18:37,09:59,15h 30min,non-stop,Business class available,9332,117
3240,IndiGo,2019-02-05,Bangalore,Cochin,BAN-BHU-GOA-SUR-COC,09:53,22:46,10h 0min,3 stops,1 Long layover,6447,71
3241,IndiGo,2022-02-22,Guwahati,Nagpur,GUW-PAT-NAG,03:01,21:51,13h 45min,1 stop,1 Long layover,8309,154
3242,IndiGo,2023-02-22,Bangalore,Hyderabad,BAN-CHE-VAR-RAI-HYD,09:36,03:12,15h 15min,3 stops,Business class available,13239,67
3243,SpiceJet,2025-06-14,Cochin,Chennai,COC-VAR-BHU-DEL-CHE,08:27,02:21,13h 0min,3 stops,No info,15333,57
3244,AirAsia India,2022-08-03,Hyderabad,Cochin,HYD-LUC-NAG-COC,12:36,17:48,14h 15min,2 stops,1 Long layover,10972,106
3245,Air India,2019-02-12,Kolkata,Ahmedabad,KOL-SUR-PUN-VAR-AHM,08:15,07:06,12h 30min,3 stops,WiFi available,16611,69
3246,TruJet,2025-05-04,Indore,Cochin,IND-COC,02:23,13:37,4h 15min,non-stop,Red-eye flight,6620,39
3247,GoAir,2024-09-08,Hyderabad,Chennai,HYD-AHM-COC-CHE,09:21,21:59,8h 15min,2 stops,Extra baggage allowed,8724,88
3248,Vistara,2021-07-02,Bhubaneswar,Ahmedabad,BHU-RAI-BAN-AHM,02:00,00:22,5h 0min,2 stops,Business class available,12163,96
3249,TruJet,2024-08-11,Jaipur,Lucknow,JAI-LUC,23:29,03:16,2h 15min,non-stop,No info,4826,43
3250,Vistara,2021-06-12,Nagpur,Chennai,NAG-CHE,22:01,02:42,1h 15min,non-stop,WiFi available,5000,89
3251,Air India,2020-05-28,Patna,Varanasi,PAT-JAI-VAR,13:43,06:56,5h 30min,1 stop,WiFi available,7345,156
3252,Air India,2022-03-24,Jaipur,Nagpur,JAI-NAG,10:51,05:16,1h 0min,non-stop,No info,11842,174
3253,Air India,2021-04-14,Delhi,Lucknow,DEL-LUC,12:48,19:24,7h 0min,non-stop,New aircraft,5175,150
3254,IndiGo,2022-03-14,Mumbai,Pune,MUM-NAG-RAI-IND-PUN,23:27,07:51,7h 0min,3 stops,1 Long layover,14490,44
3255,GoAir,2020-07-25,Delhi,Varanasi,DEL-PAT-VAR,17:12,15:05,8h 30min,1 stop,Red-eye flight,8375,79
3256,AirAsia India,2019-09-06,Bangalore,Guwahati,BAN-MUM-SUR-VAR-GUW,13:19,07:15,3h 45min,3 stops,In-flight meal not included,16014,53
3257,Alliance Air,2025-08-06,Raipur,Patna,RAI-AHM-PUN-COC-PAT,00:57,11:14,13h 15min,3 stops,1 Long layover,16593,17
3258,TruJet,2024-06-28,Indore,Nagpur,IND-VAR-KOL-NAG,23:56,08:58,1h 15min,2 stops,Business class available,11417,35
3259,Star Air,2025-09-03,Bangalore,Pune,BAN-IND-AHM-PUN,01:58,08:27,7h 0min,2 stops,Business class available,14843,35
3260,TruJet,2025-01-25,Cochin,Lucknow,COC-AHM-DEL-LUC,13:57,13:02,10h 15min,2 stops,No info,6416,20
3261,GoAir,2022-09-18,Lucknow,Bhubaneswar,LUC-JAI-IND-BHU,00:19,00:39,14h 45min,2 stops,Business class available,9595,92
3262,TruJet,2023-05-21,Ahmedabad,Cochin,AHM-DEL-BAN-COC,11:29,18:50,3h 30min,2 stops,New aircraft,9388,44
3263,SpiceJet,2021-02-07,Hyderabad,Lucknow,HYD-BAN-PUN-LUC,15:26,06:06,15h 15min,2 stops,New aircraft,14218,72
3264,Star Air,2020-11-17,Pune,Surat,PUN-SUR,14:50,22:34,11h 0min,non-stop,In-flight meal not included,10622,48
3265,TruJet,2022-04-15,Indore,Raipur,IND-JAI-VAR-RAI,01:56,21:28,6h 30min,2 stops,Extra baggage allowed,13726,23
3266,Akasa Air,2022-07-10,Goa,Delhi,GOA-AHM-CHE-DEL,23:17,05:52,2h 30min,2 stops,Business class available,8195,81
3267,Vistara,2021-12-17,Nagpur,Chennai,NAG-PAT-CHE,01:18,20:11,14h 0min,1 stop,Extra baggage allowed,4793,132
3268,AirAsia India,2023-11-07,Cochin,Pune,COC-DEL-PUN,03:58,07:02,7h 45min,1 stop,Business class available,6174,123
3269,SpiceJet,2019-06-10,Goa,Lucknow,GOA-HYD-BAN-LUC,17:45,02:57,1h 45min,2 stops,Limited seats,7531,85
3270,Vistara,2020-07-07,Bangalore,Delhi,BAN-GOA-VAR-DEL,09:41,15:58,8h 0min,2 stops,Limited seats,13230,49
3271,Vistara,2021-12-15,Cochin,Patna,COC-DEL-VAR-CHE-PAT,08:29,02:52,7h 15min,3 stops,WiFi available,12503,49
3272,SpiceJet,2024-04-18,Bhubaneswar,Indore,BHU-VAR-RAI-AHM-IND,07:20,19:20,12h 15min,3 stops,No info,13830,49
3273,Akasa Air,2020-08-12,Mumbai,Delhi,MUM-DEL,22:18,05:20,13h 45min,non-stop,Red-eye flight,2746,163
3274,IndiGo,2023-08-15,Jaipur,Patna,JAI-BHU-MUM-PAT,02:23,16:16,8h 45min,2 stops,1 Long layover,6588,112
3275,SpiceJet,2019-07-03,Guwahati,Nagpur,GUW-NAG,10:22,15:47,9h 45min,non-stop,Extra baggage allowed,10499,131
3276,Air India,2024-12-27,Goa,Nagpur,GOA-PUN-IND-NAG,08:52,13:31,7h 0min,2 stops,WiFi available,13639,84
3277,Air India,2022-09-02,Indore,Varanasi,IND-PUN-GUW-VAR,17:45,20:16,4h 45min,2 stops,Extra baggage allowed,9470,49
3278,IndiGo,2019-06-15,Mumbai,Ahmedabad,MUM-DEL-HYD-AHM,16:23,08:53,8h 45min,2 stops,Business class available,13449,68
3279,Vistara,2021-03-22,Lucknow,Surat,LUC-PUN-SUR,23:30,11:28,9h 45min,1 stop,Limited seats,12349,103
3280,AirAsia India,2020-08-10,Jaipur,Varanasi,JAI-BHU-VAR,06:06,17:31,15h 0min,1 stop,No info,9684,121
3281,Akasa Air,2021-03-14,Ahmedabad,Raipur,AHM-RAI,12:02,18:06,5h 30min,non-stop,No info,3925,107
3282,Alliance Air,2023-12-01,Mumbai,Ahmedabad,MUM-LUC-AHM,05:28,02:01,15h 45min,1 stop,In-flight meal not included,7732,32
3283,TruJet,2024-03-26,Patna,Delhi,PAT-RAI-CHE-DEL,10:46,22:56,9h 15min,2 stops,No info,6306,38
3284,GoAir,2020-05-28,Lucknow,Bhubaneswar,LUC-IND-SUR-HYD-BHU,01:19,12:14,1h 0min,3 stops,WiFi available,7128,60
3285,Air India,2021-01-10,Jaipur,Surat,JAI-VAR-SUR,14:42,14:51,7h 0min,1 stop,Red-eye flight,11347,96
3286,Air India,2020-11-16,Guwahati,Pune,GUW-BAN-KOL-SUR-PUN,06:17,13:18,14h 30min,3 stops,WiFi available,6445,122
3287,Vistara,2022-03-21,Bhubaneswar,Hyderabad,BHU-PAT-GOA-LUC-HYD,04:26,15:11,2h 15min,3 stops,In-flight meal not included,8833,34
3288,GoAir,2023-12-09,Mumbai,Varanasi,MUM-RAI-NAG-VAR,13:16,08:46,7h 15min,2 stops,New aircraft,11884,92
3289,AirAsia India,2022-04-03,Bhubaneswar,Pune,BHU-PUN,03:33,02:48,7h 15min,non-stop,Red-eye flight,10151,148
3290,GoAir,2025-04-27,Jaipur,Raipur,JAI-BHU-AHM-NAG-RAI,12:48,19:05,5h 45min,3 stops,Business class available,11826,81
3291,AirAsia India,2025-09-23,Varanasi,Chennai,VAR-LUC-HYD-AHM-CHE,19:30,02:47,2h 0min,3 stops,WiFi available,15861,63
3292,SpiceJet,2019-03-13,Patna,Indore,PAT-DEL-IND,18:28,11:36,8h 45min,1 stop,1 Long layover,4617,107
3293,AirAsia India,2023-06-08,Patna,Kolkata,PAT-NAG-JAI-KOL,14:32,02:43,6h 30min,2 stops,Business class available,14246,97
3294,GoAir,2022-12-05,Surat,Varanasi,SUR-VAR,09:59,01:38,9h 0min,non-stop,1 Long layover,9673,109
3295,TruJet,2024-08-24,Raipur,Patna,RAI-BAN-NAG-PAT,21:36,23:12,11h 45min,2 stops,New aircraft,15200,24
3296,IndiGo,2021-11-22,Goa,Ahmedabad,GOA-PUN-AHM,20:19,14:47,12h 30min,1 stop,New aircraft,13456,100
3297,TruJet,2019-10-09,Lucknow,Bangalore,LUC-IND-RAI-AHM-BAN,12:10,15:37,3h 30min,3 stops,Business class available,8743,14
3298,Alliance Air,2024-04-16,Jaipur,Surat,JAI-COC-DEL-SUR,14:46,20:21,12h 30min,2 stops,In-flight meal not included,8842,42
3299,Alliance Air,2022-09-08,Delhi,Bangalore,DEL-KOL-CHE-NAG-BAN,16:26,19:03,6h 15min,3 stops,In-flight meal not included,9238,29
3300,GoAir,2020-07-04,Patna,Hyderabad,PAT-COC-GOA-MUM-HYD,19:31,16:38,6h 30min,3 stops,No info,9345,54
3301,Akasa Air,2025-04-06,Hyderabad,Mumbai,HYD-PAT-MUM,09:58,05:37,8h 15min,1 stop,Limited seats,9069,89
3302,Air India,2019-12-06,Pune,Raipur,PUN-KOL-GOA-RAI,07:00,14:15,12h 30min,2 stops,New aircraft,7928,181
3303,IndiGo,2025-03-02,Patna,Cochin,PAT-COC,01:56,05:00,2h 15min,non-stop,WiFi available,5423,176
3304,Star Air,2022-02-20,Bhubaneswar,Guwahati,BHU-NAG-AHM-DEL-GUW,13:08,17:59,11h 30min,3 stops,1 Long layover,16000,19
3305,Star Air,2020-10-05,Indore,Lucknow,IND-CHE-PAT-MUM-LUC,21:23,06:48,15h 30min,3 stops,In-flight meal not included,6418,15
3306,SpiceJet,2021-07-14,Mumbai,Goa,MUM-SUR-GOA,14:18,05:28,2h 30min,1 stop,No info,10156,82
3307,Air India,2019-03-18,Kolkata,Cochin,KOL-AHM-HYD-COC,18:47,19:24,15h 30min,2 stops,Red-eye flight,5140,115
3308,Alliance Air,2019-08-13,Surat,Patna,SUR-LUC-NAG-IND-PAT,12:19,16:52,1h 0min,3 stops,1 Long layover,15115,23
3309,SpiceJet,2021-02-09,Varanasi,Chennai,VAR-RAI-CHE,20:05,11:10,1h 30min,1 stop,Extra baggage allowed,13413,92
3310,Akasa Air,2024-02-11,Lucknow,Bhubaneswar,LUC-JAI-AHM-BHU,13:50,11:05,3h 15min,2 stops,No info,14899,68
3311,SpiceJet,2022-03-26,Lucknow,Delhi,LUC-KOL-AHM-PAT-DEL,19:09,05:46,9h 15min,3 stops,1 Long layover,9903,71
3312,AirAsia India,2025-05-28,Delhi,Mumbai,DEL-GUW-MUM,01:09,05:47,4h 45min,1 stop,New aircraft,11023,87
3313,Akasa Air,2025-07-12,Pune,Lucknow,PUN-CHE-DEL-PAT-LUC,22:58,08:36,3h 15min,3 stops,No info,10856,48
3314,Vistara,2025-09-24,Delhi,Indore,DEL-BHU-IND,04:40,06:54,3h 15min,1 stop,Business class available,6397,88
3315,AirAsia India,2025-03-05,Hyderabad,Ahmedabad,HYD-AHM,09:11,07:58,9h 15min,non-stop,WiFi available,6955,100
3316,Air India,2023-03-28,Chennai,Goa,CHE-GOA,21:11,18:44,12h 30min,non-stop,In-flight meal not included,3139,245
3317,Air India,2025-05-09,Raipur,Mumbai,RAI-AHM-COC-MUM,10:37,21:43,9h 45min,2 stops,1 Long layover,8258,180
3318,Air India,2019-11-26,Chennai,Nagpur,CHE-DEL-NAG,08:26,11:03,8h 15min,1 stop,Extra baggage allowed,8602,127
3319,Star Air,2022-10-22,Pune,Bhubaneswar,PUN-KOL-BHU,18:42,12:51,1h 30min,1 stop,WiFi available,12108,52
3320,GoAir,2022-09-14,Patna,Jaipur,PAT-SUR-BAN-HYD-JAI,23:02,20:55,10h 45min,3 stops,In-flight meal not included,10313,74
3321,Akasa Air,2022-06-18,Ahmedabad,Bangalore,AHM-DEL-BAN,09:41,09:51,5h 15min,1 stop,No info,4436,120
3322,Akasa Air,2024-09-08,Bangalore,Mumbai,BAN-MUM,02:13,09:26,8h 0min,non-stop,Red-eye flight,2913,130
3323,GoAir,2025-09-14,Jaipur,Goa,JAI-BHU-GOA,12:04,13:47,14h 30min,1 stop,1 Long layover,7270,101
3324,Vistara,2025-12-01,Pune,Hyderabad,PUN-VAR-HYD,07:29,18:17,1h 15min,1 stop,New aircraft,7628,130
3325,Vistara,2021-10-03,Bhubaneswar,Pune,BHU-PAT-PUN,06:39,13:52,3h 45min,1 stop,1 Long layover,7494,67
3326,AirAsia India,2024-11-22,Nagpur,Surat,NAG-AHM-CHE-PUN-SUR,05:45,03:49,11h 0min,3 stops,Extra baggage allowed,11010,75
3327,Akasa Air,2025-05-22,Delhi,Indore,DEL-JAI-BAN-IND,04:19,02:28,6h 30min,2 stops,Red-eye flight,8521,59
3328,IndiGo,2019-03-20,Jaipur,Hyderabad,JAI-IND-CHE-COC-HYD,09:08,02:36,14h 0min,3 stops,Red-eye flight,13218,85
3329,GoAir,2021-01-22,Hyderabad,Cochin,HYD-LUC-COC,15:33,04:10,9h 15min,1 stop,Business class available,5506,118
3330,AirAsia India,2023-04-25,Ahmedabad,Lucknow,AHM-PAT-LUC,19:55,16:49,12h 45min,1 stop,Red-eye flight,6230,131
3331,GoAir,2025-07-09,Bhubaneswar,Lucknow,BHU-LUC,17:03,08:18,2h 15min,non-stop,Red-eye flight,3413,135
3332,Akasa Air,2024-06-01,Cochin,Indore,COC-SUR-PAT-GOA-IND,03:00,03:29,8h 15min,3 stops,1 Long layover,6075,95
3333,Star Air,2019-10-18,Raipur,Delhi,RAI-CHE-DEL,20:10,00:26,5h 45min,1 stop,Business class available,9319,27
3334,AirAsia India,2022-02-24,Ahmedabad,Varanasi,AHM-GUW-MUM-VAR,05:09,11:48,1h 15min,2 stops,In-flight meal not included,13798,80
3335,TruJet,2022-10-17,Nagpur,Surat,NAG-COC-PAT-SUR,19:14,09:54,4h 30min,2 stops,Limited seats,13210,33
3336,IndiGo,2021-11-04,Jaipur,Cochin,JAI-COC,15:41,17:38,12h 0min,non-stop,No info,9338,160
3337,Air India,2021-11-28,Raipur,Surat,RAI-DEL-CHE-AHM-SUR,03:57,03:53,1h 30min,3 stops,Business class available,8311,61
3338,Akasa Air,2022-03-20,Goa,Surat,GOA-GUW-SUR,17:47,14:07,9h 30min,1 stop,WiFi available,11004,118
3339,Air India,2020-04-11,Kolkata,Lucknow,KOL-BHU-LUC,13:02,11:27,1h 15min,1 stop,In-flight meal not included,13656,198
3340,GoAir,2023-02-13,Lucknow,Raipur,LUC-IND-VAR-RAI,20:10,03:39,4h 15min,2 stops,New aircraft,12037,111
3341,IndiGo,2023-05-28,Mumbai,Bangalore,MUM-BAN,01:44,10:11,15h 0min,non-stop,Extra baggage allowed,10427,116
3342,Vistara,2022-12-26,Bhubaneswar,Pune,BHU-IND-PUN,06:24,21:22,5h 0min,1 stop,Business class available,4501,71
3343,IndiGo,2019-01-12,Chennai,Nagpur,CHE-LUC-NAG,09:56,04:01,13h 30min,1 stop,WiFi available,7837,114
3344,Akasa Air,2023-11-28,Raipur,Mumbai,RAI-PAT-AHM-MUM,17:08,14:48,6h 0min,2 stops,Business class available,12335,125
3345,Vistara,2022-06-12,Kolkata,Pune,KOL-PUN,21:22,03:37,14h 45min,non-stop,Business class available,10002,153
3346,Alliance Air,2025-09-11,Goa,Lucknow,GOA-LUC,17:23,10:16,7h 45min,non-stop,No info,3358,61
3347,Star Air,2024-04-26,Indore,Pune,IND-PUN,10:27,12:25,1h 15min,non-stop,In-flight meal not included,2588,63
3348,Star Air,2022-10-11,Varanasi,Indore,VAR-LUC-IND,12:59,22:38,10h 45min,1 stop,Extra baggage allowed,4922,37
3349,Star Air,2022-03-02,Hyderabad,Mumbai,HYD-JAI-LUC-KOL-MUM,05:10,04:37,5h 15min,3 stops,No info,12799,28
3350,AirAsia India,2025-01-05,Bhubaneswar,Mumbai,BHU-MUM,02:58,14:42,7h 15min,non-stop,Extra baggage allowed,6566,154
3351,GoAir,2020-08-28,Mumbai,Bhubaneswar,MUM-PAT-LUC-GOA-BHU,13:24,17:47,9h 15min,3 stops,1 Long layover,16712,35
